Word	English	MTB Examples	BT Examples MN	BT Examples EN	BT Examples	audio	Count	ID
дагуух	authorized actions	- Их замын дагуух улсын том буухиа өртөөнд өвөрмөц журам дэглэмтэй билээ.				[sound:30291.mp3]	99	30291
халах	to become warm or hot	" Ус бүлээсэн халж уур гарч ирмэгц жалавчны усыг шавхаж ахин хүйтэн ус хийв.
Яндаг өвгөн сая л нэг ам халж байхад 
 За тэгвэл улаан намынхан гэдэг бас ямар юм газрын хаанаас гараад ирсэн байж таарах вэ гэсэнд хөлгүй яриандаа ам халсан бадарчин их юм мэддэг хүний төрх үзүүлэн бодолхийлэв.
- Бусад айлын хүүхдүүд мөн ч сайхан юм урлаж, бид хүүхдээ "	халах бичиг	ticket of discharge	<p>хэн нэгнийг ажлаас халах: to give smb. the sack</p><p>ажлаас халах: to discharge from employment</p><p>халах бичиг: ticket of discharge</p>	[sound:104225.mp3]	99	104225
автозам	pike					[sound:141412.mp3]	98	141412
эдлэл	things	Эхнэр сандран алтан мөнгөн эдлэл хэрэглэл тэргүүтнийг уудлан гаргаж 				[sound:135625.mp3]	98	135625
арвин	copious	"Агтны туурай шалгаруулагч арвин шар тал юм.
Аа "	арвин ургац	a plenteous harvest	<p>арвин ургац: a plenteous harvest</p>	[sound:6516.mp3]	98	6516
сацуу	save					[sound:77393.mp3]	98	77393
дэлгэр	vast	"- 
- Маш дэлгэр хангай минь мал сүргээр дүүрэн, малчин олон монголчууд жаргал цэнгэлээр дүүрэн."				[sound:38014.mp3]	98	38014
үүсгэгч	founder	Шарлах өвчнийг үүсгэгч нь шүүрдэг вирус байх боловч тараагч нь хортон шавж, ялаа, жоом юм.				[sound:101731.mp3]	98	101731
маягт	form		маягт гаргах	to draw a blank	<p>тооцоо тайлангийн маягт: census report form</p><p>санхүүгийн тайлангийн маягт: forms of financial statements</p><p>маягт гаргах: to draw a blank</p>	[sound:56934.mp3]	98	56934
худалдагч	marketeer	" - Өнгө хэмжээ таармааргүй бол зэргэлдээ худалдагчаасаа хүртэл авчирч, авах хүний хэрэгцээнд 
- Агуулахын нярав, дэлгүүрийн худалдагч хоёр хүрч ирлээ."	худалдагч худалдан авагч хоёрын дунд агент зууч	the agent mediates between a seller and a buyer	<p>худалдагч худалдан авагч хоёрын дунд агент зууч: the agent mediates between a seller and a buyer</p>	[sound:114826.mp3]	98	114826
нисгэгч	pilot	Нисгэгч нь ойчлоо гэж хөвгүүдийн хэн нэг нь хашхирахад цугаараа ухас хийн тэр зүг 	туршин нисгэгч	test - pilot	<p>туршин нисгэгч: test - pilot</p>	[sound:62537.mp3]	98	62537
хааяа	occasional	"Атар тарган тэмээнүүд анир чимээгүйн дунд хамар шуухитнуулан хааяа нэг татлага чангалахад ярдаглана.
Уул нь хааяа очдог л байсан."	хааяа сэдэрдэг толгойн өвчин	an occasional headache	<p>хааяа сэдэрдэг толгойн өвчин: an occasional headache</p>	[sound:102338.mp3]	98	102338
дах	coat with fur outside	"Эцгийн адил эцэг гэж булган дах авчирч өгсөн тухайд би ингэж хэлсэн билээ.
Манайд ихэд удсан нэг чонон дах байсан юм.
- Булган дахны чинь оронд бутарсан улсыг чинь цуглуулж өгье.
- Ахын дээл ч чамд дах болжээ.
- Далай Жангарынхаа дайн талын дах болсон биш бил үү чи!.
Үзвээс дах дэгтий болсон хоёр элч байрын хүн морьдын уяан дээр бууж байв. "				[sound:32620.mp3]	97	32620
татаас	subsidy					[sound:85242.mp3]	97	85242
харгалзах	to oversee	"Шөнө бүр тусгай харгалзах хүн гаргадаг болов.
 Өвчтөнийг байнга харгалзах хүн гаргадаг.
Орсон орлогыг харгалзах зэрэг байдлаар хандах болно."				[sound:106543.mp3]	97	106543
наран	solar	"Нар бүдгэрч, аугаа их цэнгэл огторгуйд хумигдчих 
Түүний нүдэнд зуны тунгалаг хурц наран мэлтэсхийв.
Арай гэж нэг өдөр Ерөөлт ирэхэд Болормаагийн нар гарч, уйтгарлахыг түр зуур мартана.
Төмөр энэ жилд нар ханын элэг өнгөрөөтөл байв.
Нар ойруур хүрээлэв үү, холуур хүрээлэв үү?
Нар шингэх дөхжээ.
Энэ шөнө нэгэн буга гөрөөс амандаа нар сарыг зууж миний авд оров хэмээн зүүдлэв.
“Самбуу гуай, Гэрэл, Гэрэлийн ээжий бүгдээрээ л манайд оч гэнэ. Гэтэл манайх гэдэг нар сар гэрэлтсэн бор гэртэй айл байдаг”.
Одоо Осор, Чулуун хоёрыг зэрэгцүүлж бодоход нар сар хоёр шиг, өдөр шөнө хоёр шиг байна.
Наргүй өдөр бүрэнхий, саргүй шөнө харанхуй, эргүй нөхөр яг, эрдэмгүй хүн таг."				[sound:61668.mp3]	97	61668
хүндэд	ambitious					[sound:117875.mp3]	97	117875
мэдрэх	to feel	"Биед 
Таван мянган жилийн үеэс хүн сэтгэж байна гэдгээ мэдэрчээ.
Хожмын өдөр өөрийн биеэр мэдрэхийг үл мэдэж, чангаар инээж байлаа.
Үсээ янзлан самнасан Цэрмааг хааяа киноны гэрэлд нүд нь гялсхийн эргэж харахыг зүрхээрээ мэдрэн байв."	толгой эргэж байгааг мэдрэх	to have a sensation of dizziness	<p>зөнгөөрөө мэдрэх: feel it in one's bones</p><p>түлхэлтийг мэдрэх: to feel a jar</p><p>хүчтэй өвдөлтийг мэдрэх: to feel a great deal of pain</p><p>даарснаа мэдрэх: to have a sense of cold</p><p>үнэрийг мэдрэх нарийн мэдрэмж: a delicate sense of smell</p><p>гар хүрэхийг мэдрэх: a sense of touch</p><p>гар хүрэхийг мэдрэх: a sense of touch</p><p>гарт нь хүрэхийг мэдрэх: to feel a touch on one's arm</p><p>алдаагаа мэдрэх чадвартай: sensible of his fault</p><p>даарснаа мэдрэх: to have a sense of cold</p><p>юмны наад цаадахыг мэдрэх: have one's feet on the ground</p><p>толгой эргэж байгааг мэдрэх: to have a sensation of dizziness</p>	[sound:59445.mp3]	97	59445
зөвлөлт	soviet	Монголын ард түмэнд эрх чөлөө олгох их үйлсийг бүтээх гэж Зөвлөлт орос улсаас тусламж гуйхаар явж байна.				[sound:48300.mp3]	96	48300
хими	chemistry					[sound:108670.mp3]	96	108670
сайжрах	improvement	"Нутгийн малчин ардын надад тайлбарлаж ярьснаар бол Гомбын ачаар энэ нутгийн үхрийн үүлдэр сайжирч, сүү нэмэгдсэн байна.
Хаврын улиралд агь хамгийн түрүүнд нүдэлж шимт чанар нь улам сайжирдаг.
Маш гайхамшигт, саруул сайжрах, хурдан гавшгай гэж байжээ.
Монголын алтан говьд ард түмний аж амьдрал гоц 
 - Чимидийн биеийн байдал нь овоо сайжрах төлөвтэй болов."	сайжрах	turn for the better	<p>эрүүл мэнд аажмаар сайжрах: gradual improvement of health</p><p>сайжрах боломжтой байдал: a situation capable of improvement</p><p>сайжрах: turn for the better</p>	[sound:75353.mp3]	96	75353
тулалдах	to battle	Би ч энэ идээшсэн газар усныхаа төлөө амиа хайрлахгүй байлдан тулалдах хүн шүү.	дайсантай тулалдах	to combat with the enemy	<p>салхин тээрэмтэй тулалдах: tilt at windmills</p><p>хий хоосон юмтай тулалдах: tilt at windmills</p><p>үхтэлээ тулалдах: fight tooth and nail</p><p>амь өрсөлдөн тулалдах: fight to the death</p><p>үхэх сэхэхээ үл мэдэн тулалдах: fight hammer and tongs</p><p>дайсантай тулалдах: to combat with the enemy</p>	[sound:89372.mp3]	96	89372
